Customer Type,Comments,Identified_Language,Translated_Language,Response,Categorisation,Sentiment,Sector,Flight No,Flight Date,Cabin Class,Seat No,Aircraft Version,Tail No,FFP Member,Gender,Age,Country,sentiment,sentiment_score,keywords,keywords_label,keywords_relevance,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,concepts_text,concepts_relevance
Promoter,Transit: Comments,en,Additional security check in Paris (CDG) seemed unecessary after just having left your plane. Are Paris authority not satisfied with Mazritian security?,Additional security check in Paris (CDG) seemed unecessary after just having left your plane. Are Paris authority not satisfied with Mazritian security?,poor service,negative,MRU-CDG,NK0036,13/07/2019,ECONOMY,002B,343C,3BNAU,NO,Male,45-54,Germany,negative,-0.876941,Additional security check,negative,0.989663,0.048891,0.131367,0.290278,0.055992,0.154259,Uniform Commercial Code,0.858764
Promoter,Transit: Comments,pt,In the,No,none,Neutral,MRU-KUL,NK0646,12/07/2019,ECONOMY,015H,332,3BNBM,NO,Male,55-64,Mauritius,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,Transit: Comments,fr,At MAURICE in transit or just 1h they made me take the queue before the announcement so just arrived just right ,À MAURICE en transit ou javais à peine 1h ils mont fait prendre la queue avant lannonce donc arrivée juste juste ,Too long waiting time,Negative,TNR-MRU,NK0289,25/01/2019,ECONOMY,035G,343C,3BNBE,NO,Female,45-54,Madagascar,positive,0.657462,1h,positive,0.917299,0.081815,0.030607,0.113178,0.116836,0.205495,Drama films,0.849019
Detractor,Transit: Comments,en,See above. ,See above. ,Other,,SIN-MRU,NK0647,11/05/2019,ECONOMY,036A,332,3BNBL,NO,Female,26-34,Madagascar,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,Transit: Comments,en,Travelled from colombo to chennai. Waited for 6 hours in the transit area. We were not allowed to go into other areas of the airport in chennai,Travelled from colombo to chennai. Waited for 6 hours in the transit area. We were not allowed to go into other areas of the airport in chennai,poor service,Negative,MAA-MRU,NK0747,12/07/2019,ECONOMY,030F,332,3BNBL,NO,Male,26-34,Mauritius,neutral,0,transit area,negative,0.819335,0.110699,0.040775,0.174256,0.067405,0.537013,Area,0.91136
Passive,Transit: Comments,fr,Delay of the aircraft in transit ,Retard de l'avion en transit ,delay,negative,MRU-AMS,NK0062,12/07/2019,ECONOMY,018B,343C,3BNBD,YES,Male,55-64,Mauritius,neutral,0,Delay of the aircraft,neutral,0.999749,0.045696,0.070275,0.054576,0.022564,0.525996,Drama films,0.849019
Detractor,Transit: Comments,fr,Too complicated. Too much waiting: one must systematically reissue a boarding pass. Why not? Passport control and then go down for security control (business closed at my pass) then go to the living room ...,Trop compliqué. trop d'attente : il faut réémettre systématiquement une carte d'accès à bord. Pourquoi ? Contrôle passeports puis descendre pour le contrôle sécurité (file Business fermée à mon passage) puis aller au salon...,slow service,Negative,RUN-MRU,NK0249,11/07/2019,ECONOMY,001D,319,3BNBF,NO,Male,45-54,France,negative,-0.84923,Passport control,negative,0.97348,0.170418,0.076426,0.243684,0.046888,0.19922,2001 singles,0.865602
Passive,Transit: Comments,fr,Too many wait for simple transit,Trop d'attente pour un simple transit,slow service,negative,MRU-CDG,NK0034,10/07/2019,ECONOMY,015D,359,3BNBP,NO,Male,55-64,Reunion,negative,-0.78317,simple transit,negative,0.925806,0.025645,0.025474,0.133875,0.25171,0.463989,2006 albums,0.864961
Detractor,Transit: Comments,en,See above. ,See above. ,Other,,SIN-MRU,NK0647,11/05/2019,ECONOMY,036A,332,3BNBL,NO,Female,26-34,Madagascar,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,Transit: Comments,en,Flight delayed and were not informed prior to the delay,Flight delayed and were not informed prior to the delay,Delay management,Negative,MRU-BOM,NK0748,28/06/2019,ECONOMY,036D,332,3BNBM,NO,Female,18-21,India,negative,-0.877356,Flight,negative,0.8863,0.207401,0.070954,0.067853,0.00611,0.620883,Delay,0.91136
Promoter,Transit: Comments,fr,Debarked from Toulouse to Terminal 2F. It was complicated to reach the door 2E door L. it was necessary to pass the security. That nearly made me miss the flight.,Debarqué de Toulouse au Terminal 2F. il a étécompliqué de rejoindre la porte 2E porte L. il a fallu repasser la securité. ce qui failli me  faire rater le vol.,lack of information,Negative,CDG-MRU,NK0045,09/07/2019,ECONOMY,010F,359,3BNBP,NO,Male,76 & over,France,negative,-0.840962,Terminal 2F.,neutral,0.874234,0.183581,0.132185,0.301138,0.012648,0.510186,Security,0.91136
Promoter,Transit: Comments,fr,See above ,Voir plus haut ,needs improvement,,RUN-MRU,NK0239,09/07/2019,ECONOMY,021C,332,3BNBM,NO,Male,55-64,France,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Passive,Transit: Comments,en,Way too long at Mauritius Airport - Seems a bad process with a queue to check tickets then another queue for Passport,Way too long at Mauritius Airport - Seems a bad process with a queue to check tickets then another queue for Passport,long waiting time,negative,MRU-RUN,NK0248,09/07/2019,ECONOMY,003E,319,3BNBF,NO,Male,45-54,Singapore,negative,-0.869481,Mauritius Airport,negative,0.998112,0.26691,0.109664,0.113095,0.032955,0.637291,Sir Seewoosagur Ramgoolam International Airport,0.857423
Passive,Transit: Comments,fr,The verification of transit and immigration procedures are not clearly distinct. It is believed that you have finished when you have to redo a tail for immigration right next door. ,La vérification du transit et les démarches d immigration ne sont pas clairement distinctes. On croit avoir fini alors qu il faut refaire une queue pour l immigration juste à côté. ,bad service,negative,RUN-MRU,NK0239,08/07/2019,ECONOMY,019B,339,3BNBV,NO,Male,45-54,Reunion,neutral,0,verification of transit,neutral,0.918212,0.094417,0.096226,0.110096,0.345687,0.228376,,
Passive,Transit: Comments,en,Flight delayed and were not informed prior to the delay,Flight delayed and were not informed prior to the delay,delay,negative,MRU-BOM,NK0748,28/06/2019,ECONOMY,036D,332,3BNBM,NO,Female,18-21,India,negative,-0.877356,Flight,negative,0.8863,0.207401,0.070954,0.067853,0.00611,0.620883,Delay,0.91136
Promoter,Transit: Comments,fr,C is tiring but still c like this for everyone,C est fatiguant mais c toujours comme ca pour tout le monde,neutral,Negative,MRU-RUN,NK0248,19/07/2019,ECONOMY,014C,319,3BNBF,NO,Male,35-44,Madagascar,negative,-0.941615,,,,0.141085,0.093865,0.12518,0.351583,0.310617,,
Passive,Transit: Comments,en,Very long wait at Paris CdG,Very long wait at Paris CdG,Too long waiting time,negative,MRU-CDG,NK0034,19/07/2019,ECONOMY,019G,359,3BNBQ,NO,Male,55-64,United Kingdom,negative,-0.30009,Paris CdG,negative,0.5,0.106648,0.080768,0.054483,0.087386,0.247677,Paris-Charles de Gaulle Airport,0.933557
Detractor,Transit: Comments,en,Please make sure that we are on time.,Please make sure that we are on time.,Delay management,Negative,MRU-JNB,NK0851,03/04/2019,ECONOMY,036E,343C,3BNBD,NO,Female,26-34,South Africa,neutral,0,time,neutral,0.5,0.046535,0.049196,0.148807,0.154772,0.058374,Unix,0.835953
Detractor,Transit: Comments,fr,Missed match. And next flight the next day ...,Correspondance manquée. et prochain vol le lendemain...,poor communication,Negative,RUN-MRU,NK0239,14/08/2019,ECONOMY,037A,339,3BNBV,NO,Female,26-34,Reunion,negative,-0.832491,next flight,neutral,0.999922,0.087491,0.045896,0.232588,0.030369,0.686308,,
Detractor,Transit: Comments,en,We did not book for a transit,We did not book for a transit,other,,MRU-KUL,NK0646,13/07/2019,ECONOMY,037B,343C,3BNBD,NO,Female,26-34,United Arab Emirates,neutral,0,transit,neutral,0.891414,0.016633,0.070091,0.129171,0.039728,0.355617,,
Detractor,Transit: Comments,en,I enquired about my luggage at transit they fail to give me proper details and didn't help and still today i don't have clue where is my luggage ,I enquired about my luggage at transit they fail to give me proper details and didn't help and still today i don't have clue where is my luggage ,unhelpful staff,negative,JNB-MRU,NK0852,18/07/2019,ECONOMY,034J,359,3BNBP,NO,Male,26-34,India,negative,-0.987903,proper details,negative,0.916238,0.098887,0.087794,0.173065,0.022646,0.714113,English-language films,0.831194
Passive,Transit: Comments,fr,"At the airport in London, nobody speaks French.",À laéroport de Londres personne parle le français.,Other,Negative,MRU-LHR,NK0042,13/12/2018,ECONOMY,037D,343E,3BNBJ,NO,Female,35-44,France,neutral,0,airport,neutral,0.919812,0.343365,0.048306,0.141623,0.120072,0.501793,,
Promoter,Transit: Comments,en,No.  Air Mauritius flight was delayed though. ,No.  Air Mauritius flight was delayed though. ,delay,negative,PER-MRU,NK0441,17/07/2019,ECONOMY,018C,332,3BNBL,NO,Male,55-64,Australia,negative,-0.898525,Air Mauritius flight,negative,0.5,0.187517,0.048173,0.136607,0.01233,0.635503,Mauritius,0.9044
Promoter,Transit: Comments,fr,Small malfunction because the ground agent m put on a flight AF earlier to join bets. A bug in communication with air Maurititius in particular my luggage which had disappeared from the screens and impossibility of printing my boarding pass on a terminal ,Petit dysfonctionnement car l agent au sol m a mis sur un vol AF plus tôt pour rejoindre paris. Du coup bug de communication avec air mauritius notamment mon bagage qui avait disparu des écrans et impossibilité d imprimer mon boarding pass sur une borne ,poor communication,Negative,CDG-MRU,NK0045,15/07/2019,ECONOMY,038A,359,3BNBP,NO,Female,35-44,Switzerland,negative,-0.73838,Small malfunction,neutral,0.934164,0.177637,0.220983,0.076444,0.084764,0.306572,English-language films,0.868335
Detractor,Transit: Comments,en,Please arrive to a destination on time to avoid inconvenience for people.,Please arrive to a destination on time to avoid inconvenience for people.,delay,negative,MRU-PER,NK0440,16/07/2019,ECONOMY,015E,332,3BNBL,YES,Male,22-25,Australia,negative,-0.922169,destination,negative,0.775396,0.24274,0.273727,0.361336,0.072397,0.141742,Time,0.854963
Promoter,Transit: Comments,pt,In the,No,none,Neutral,CDG-MRU,NK0045,15/07/2019,ECONOMY,,359,3BNBP,NO,Male,76 & over,France,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Transit: Comments,it,Not,Non,none,Neutral,TNR-MRU,NK0289,15/07/2019,ECONOMY,038J,359,3BNBQ,NO,Male,45-54,Madagascar,neutral,0,,,,0.0,0.0,0.0,0.0,0.0,,
Detractor,Transit: Comments,en,Plane late by nealy 3hrs,Plane late by nealy 3hrs,delay,negative,PER-MRU,NK0441,14/07/2019,ECONOMY,029A,332,3BNBL,NO,Male,65-75,Australia,neutral,0,nealy 3hrs,neutral,0.97332,0.320474,0.075984,0.324295,0.162979,0.330576,,
Passive,Transit: Comments,fr,Time of Customs Formalities Too Long and Inappropriate,Temps des formalités de douanes trop longs et mal indiqué,Too long waiting time,negative,RUN-MRU,NK0219,14/07/2019,ECONOMY,015C,339,3BNBU,NO,Male,45-54,Reunion,negative,-0.906618,Time of Customs Formalities,negative,0.999553,0.039864,0.713858,0.041012,0.032769,0.295594,Immanuel Kant,0.86105
Promoter,Transit: Comments,fr,Wait time too long .flight cancelled by Air Mauritius and pushed back to 12.50 .ce which makes more than 8 hours of waiting. Unbearable and inadmissible.,Temps d'attente trop long .vol annulé par Air Mauritius et repoussé à 12.50 .ce qui fait plus de 8 heures d'attente .Insupportable et inadmissible .,delay,Negative,MRU-RUN,NK0218,17/04/2019,ECONOMY,038C,343C,3BNAU,YES,Female,65-75,Reunion,negative,-0.95845,Air Mauritius,negative,0.906807,0.299426,0.075957,0.104656,0.067977,0.544169,Mauritius,0.9044
Promoter,Transit: Comments,en,None,None,None,neutral,MRU-BLR,NK0746,04/02/2019,ECONOMY,040C,343C,3BNAU,NO,Female,65-75,South Africa,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Detractor,Transit: Comments,en,"Transit in Mauritius is so UNEFFECIENT !!!
Only two immigration officers at transit desk when there's multiple flights arriving at same time  (including one from Emirates...) ??","Transit in Mauritius is so UNEFFECIENT !!!
Only two immigration officers at transit desk when there's multiple flights arriving at same time  (including one from Emirates...) ??",transit,negative,MRU-CPT,NK0843,14/07/2019,ECONOMY,010B,343C,3BNAU,NO,,55-64,South Africa,negative,-0.663733,immigration officers,negative,0.999591,0.099673,0.079608,0.116899,0.027276,0.126664,September 11 attacks,0.861148
Promoter,Transit: Comments,en,We stayed at Hennessy Park and service was great.  Transfers great.,We stayed at Hennessy Park and service was great.  Transfers great.,good service,Positive,PER-MRU,NK0441,14/07/2019,ECONOMY,023F,332,3BNBL,NO,Male,55-64,Seychelles,positive,0.989193,Hennessy Park,positive,0.987271,0.023881,0.012727,0.005681,0.740407,0.024053,Preston,0.853802
Promoter,Transit: Comments,fr,Very well ,Très bien ,good service,Positive,CDG-MRU,NK0045,30/06/2019,ECONOMY,040C,359,3BNBQ,NO,Female,45-54,France,positive,0.953397,,,,0.0,0.0,0.0,0.0,0.0,,
Promoter,Transit: Comments,fr,None,aucun,More information & directions/ signiage,neutral,MRU-CDG,NK0034,16/01/2019,ECONOMY,040F,359C,3BNBP,NO,Female,45-54,France,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Detractor,Transit: Comments,en,Virgin is great. ,Virgin is great. ,Virgin,,PER-MRU,NK0441,17/04/2019,ECONOMY,040H,332,3BNBL,NO,Female,35-44,Australia,positive,0.949517,Virgin,positive,0.980057,0.015365,0.013967,0.029383,0.745898,0.037535,,
Promoter,Transit: Comments,fr,None,Aucun,none,neutral,ZSE-MRU,NK0257,25/07/2019,ECONOMY,009E,319,3BNBH,NO,Male,65-75,Reunion,negative,-0.911489,None,negative,0.997527,0.0,0.0,0.0,0.0,0.0,,
Passive,Transit: Comments,en,We come from NZ. Sometimes we can check in all the way to Mauritius. sometimes not. 50% chance of this. Nobody can tell us why half ok half not. If not able to check bags. have to enter Singapore at 0700 then wait till 1235hrs to check back in. Makes a very tiring trip,We come from NZ. Sometimes we can check in all the way to Mauritius. sometimes not. 50% chance of this. Nobody can tell us why half ok half not. If not able to check bags. have to enter Singapore at 0700 then wait till 1235hrs to check back in. Makes a very tiring trip,long waiting time,negative,SIN-MRU,NK0647,25/07/2019,BUSINESS,003A,339,3BNBV,NO,Male,55-64,New Zealand,negative,-0.843335,tiring trip,negative,0.716693,0.09935,0.094702,0.104389,0.477789,0.188112,2006 albums,0.869462
Promoter,Transit: Comments,fr,Very short ... with luck arrived in time for boarding,Très court... avec de la chance sommes arrivés à temps pour lembarquement,Poor management,negative,CDG-MRU,NK0045,28/06/2019,ECONOMY,041A,359,3BNBQ,NO,Female,55-64,Belgium,positive,0.563997,luck,positive,0.916021,0.139202,0.016169,0.154956,0.202585,0.358379,,
Promoter,Transit: Comments,fr,Trol'lingual administrative procedures in Mauritius for transit ,Démarches administratives trollingues À Maurice pour un transit ,Too long waiting time,negative,RUN-MRU,NK0239,24/07/2019,ECONOMY,017G,339,3BNBU,NO,Male,45-54,Reunion,neutral,0,Trol'lingual administrative procedures,neutral,0.999854,0.02425,0.07497,0.114133,0.070579,0.272588,,
Detractor,Transit: Comments,en,My luggage was lost between uk and Mauritius. I also had a bottle of whisky stolen at the customs in France as the security did not do there job properly mixing all the passengers items in the trays.,My luggage was lost between uk and Mauritius. I also had a bottle of whisky stolen at the customs in France as the security did not do there job properly mixing all the passengers items in the trays.,lost Baggage,negative,CDG-MRU,NK0047,24/07/2019,ECONOMY,,343C,3BNBD,NO,Male,45-54,United Kingdom,negative,-0.843082,bottle of whisky,negative,0.961772,0.17641,0.155254,0.07964,0.055623,0.631195,European Union,0.914013
Promoter,Transit: Comments,fr,Very short ... with luck arrived in time for boarding,Très court... avec de la chance sommes arrivés à temps pour lembarquement,Too Slow,negative,CDG-MRU,NK0045,28/06/2019,ECONOMY,041A,359,3BNBQ,NO,Female,55-64,Belgium,positive,0.563997,luck,positive,0.916021,0.139202,0.016169,0.154956,0.202585,0.358379,,
Passive,Transit: Comments,en,You should have more entertainment for transit passengers. need some comfy chairs. ,You should have more entertainment for transit passengers. need some comfy chairs. ,needs improvement,negative,MRU-TNR,NK0288,22/07/2019,ECONOMY,035J,359,3BNBP,NO,Male,22-25,Sri Lanka,neutral,0,comfy chairs,neutral,0.74181,0.005606,0.041512,0.160709,0.100618,0.381114,,
